"tokenid","total_score","residential_score","commercial_score","industrial_score","residential_boost","commercial_boost","industrial_boost","residential_buildings","commercial_buildings","industrial_buildings","public_buildings","hospital","police station","fire station","school","university","town hall","metpot casino","wildlife waystation","circ-o-verse","bus stop","subway station","metaxi station","football stadium","baseball stadium","soccer stadium","wind farm","solar farm","nuclear power plant","metroverse theatre","metroverse museum","metcinema","cylinder mansion","organic mansion","winter mega-mansion","rocket launch site","crypto mining facility","unbelievaltable","cemetery","ethrash","sewage treatment","rail-x-rail","river-x-river"
6022,347,77,102,168,0.08,0.08,0.04,8,8,14,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,349,82,104,163,0.25,0.23,0.16,7,10,15,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6024,311,125,83,103,0.19,0.19,0.12,11,9,11,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6025,342,100,151,91,0.12,0.12,0.21,11,13,9,5,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6026,280,124,96,60,0.23,0.18,0.15,11,7,6,7,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6027,350,101,166,83,0.07,0.07,0.07,10,9,11,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,267,116,111,40,0.2,0.19,0.23,12,11,5,6,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6029,331,58,80,193,0.16,0.16,0.12,6,8,17,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6030,324,72,102,150,0.22,0.18,0.15,10,10,15,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6031,269,97,42,130,0.24,0.2,0.13,12,6,14,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,283,98,110,75,0.17,0.17,0.13,11,11,9,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6033,303,97,126,80,0.08,0.08,0.05,12,13,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6034,280,84,83,113,0.2,0.2,0.17,10,8,12,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6035,312,121,115,76,0.19,0.19,0.16,13,9,9,5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6036,225,60,65,100,0.22,0.17,0.18,7,8,8,7,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6037,284,65,117,102,0.14,0.14,0.07,11,9,11,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,325,111,61,153,0.11,0.11,0.04,12,9,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6039,286,105,44,137,0.21,0.2,0.12,11,4,16,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6040,297,140,68,89,0.09,0.09,0.09,14,9,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,327,76,148,103,0.17,0.13,0.13,9,12,9,4,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6042,231,96,60,75,0.07,0.07,0.21,10,8,9,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6043,346,99,120,127,0.12,0.12,0.08,7,11,13,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
6044,327,121,136,70,0.15,0.11,0.08,10,11,6,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6045,338,119,126,93,0.19,0.19,0.12,11,10,9,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6046,308,79,135,94,0.1,0.1,0.03,11,12,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,277,87,69,121,0.15,0.15,0.09,9,9,10,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,287,103,71,113,0.11,0.07,0.04,12,6,12,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,290,55,149,86,0.19,0.19,0.15,7,15,7,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,305,91,103,111,0.15,0.15,0.08,11,11,9,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6051,268,133,88,47,0.18,0.18,0.11,13,12,7,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6052,310,100,123,87,0.26,0.25,0.17,9,11,8,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6053,306,87,121,98,0.08,0.04,0.04,11,14,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6054,304,90,120,94,0.2,0.2,0.13,8,13,9,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6055,309,150,62,97,0.11,0.11,0.17,13,7,11,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6056,354,141,117,96,0.15,0.15,0.12,13,12,11,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6057,231,62,93,76,0.11,0.06,0.15,7,11,9,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6058,378,146,101,131,0.19,0.19,0.16,13,9,9,5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,312,133,93,86,0.14,0.14,0.07,8,11,10,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6060,363,56,147,160,0.21,0.21,0.21,4,11,12,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6061,306,103,60,143,0.14,0.14,0.11,12,8,13,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062,329,133,74,122,0.27,0.23,0.16,11,5,13,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6063,255,98,59,98,0.2,0.16,0.13,13,8,11,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6064,313,72,105,136,0,0,0,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6065,327,101,57,169,0.23,0.23,0.16,10,6,12,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6066,386,78,86,222,0.15,0.15,0.12,9,10,13,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6067,319,132,103,84,0.29,0.29,0.26,10,8,9,7,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6068,298,38,120,140,0.25,0.25,0.18,6,11,9,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6069,329,86,126,117,0.18,0.18,0.15,9,11,11,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6070,288,107,82,99,0.19,0.15,0.12,10,8,11,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6071,261,88,116,57,0.22,0.18,0.2,10,12,6,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6072,288,51,125,112,0.09,0.09,0.18,8,12,11,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6073,266,91,69,106,0.25,0.24,0.16,8,8,11,6,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,279,95,61,123,0.22,0.18,0.11,11,9,11,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,292,89,113,90,0.17,0.17,0.17,11,10,10,4,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6076,302,82,179,41,0.15,0.15,0.08,9,14,7,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6077,307,106,75,126,0.22,0.18,0.15,10,8,10,5,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6078,312,60,142,110,0.24,0.23,0.15,6,11,10,6,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6079,295,106,55,134,0.07,0.07,0.13,11,7,15,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6080,266,84,86,96,0.28,0.22,0.15,9,12,10,7,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6081,272,89,116,67,0.33,0.29,0.22,9,10,8,8,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6082,281,43,128,110,0.29,0.24,0.12,4,10,10,7,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6083,342,87,126,129,0.08,0.08,0.14,9,9,12,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6084,264,74,61,129,0.15,0.11,0.17,10,8,13,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6085,264,55,106,103,0.12,0.08,0.19,9,10,10,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
6086,380,102,100,178,0.17,0.13,0.1,8,8,15,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6087,309,106,105,98,0.09,0.08,0.03,9,8,11,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
6088,276,71,108,97,0.26,0.25,0.13,9,8,12,6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6089,292,84,92,116,0.23,0.22,0.14,11,9,9,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,339,154,105,80,0.16,0.15,0.07,13,11,10,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6091,312,118,132,62,0.26,0.25,0.13,12,9,8,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6092,302,80,96,126,0,0,0,9,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,287,132,76,79,0.15,0.11,0.04,13,8,7,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,350,143,85,122,0.2,0.2,0.16,10,8,10,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
6095,352,60,138,154,0.07,0.07,0.07,8,14,12,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,267,63,106,98,0.09,0.09,0.11,7,11,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6097,297,73,135,89,0.12,0.12,0.18,9,10,10,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6098,232,76,77,79,0.18,0.14,0.19,9,8,10,6,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6099,306,134,82,90,0.12,0.08,0.08,14,8,12,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6100,334,32,182,120,0.12,0.12,0.08,7,14,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6101,324,109,118,97,0.12,0.12,0.08,11,12,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,296,87,102,107,0.13,0.13,0.1,12,11,11,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,330,129,126,75,0.09,0.07,0.04,11,14,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6104,328,115,90,123,0.16,0.16,0.13,9,12,13,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6105,288,95,61,132,0.22,0.21,0.22,10,4,8,7,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6106,284,69,91,124,0.23,0.23,0.16,7,10,14,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,353,129,60,164,0.19,0.17,0.17,12,7,13,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6108,291,94,123,74,0.08,0.07,0.11,11,12,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6109,256,69,84,103,0.12,0.12,0.14,9,10,12,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6110,274,105,89,80,0.24,0.2,0.15,10,9,10,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,281,42,127,112,0.1,0.1,0.19,3,14,13,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6112,334,91,138,105,0.1,0.1,0.03,10,13,11,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6113,284,103,82,99,0.12,0.12,0.09,10,10,13,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6114,282,132,62,88,0.2,0.16,0.07,9,8,10,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
6115,303,113,110,80,0.16,0.12,0.21,11,7,6,6,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6116,295,85,103,107,0.27,0.22,0.12,8,9,10,6,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,255,95,64,96,0.32,0.25,0.15,11,8,7,7,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6118,301,130,96,75,0.16,0.16,0.09,11,8,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6119,356,93,160,103,0.07,0.07,0.07,9,14,8,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6120,264,51,124,89,0.28,0.23,0.15,4,12,9,7,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6121,335,119,107,109,0.04,0.04,0.04,11,12,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6122,336,78,114,144,0.18,0.18,0.15,9,12,11,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6123,306,100,99,107,0.07,0.07,0.13,12,12,10,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6124,349,99,117,133,0.11,0.07,0.04,10,12,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6125,299,89,114,96,0.13,0.13,0.19,8,12,12,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6126,266,86,121,59,0.16,0.16,0.11,10,14,7,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6127,291,91,41,159,0.1,0.06,0.03,9,7,16,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6128,289,89,101,99,0.13,0.13,0.22,11,9,6,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6129,338,106,86,146,0.2,0.16,0.16,13,9,9,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6130,283,49,48,186,0.33,0.28,0.16,5,6,12,8,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,314,112,98,104,0.14,0.14,0.16,10,12,10,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6132,311,84,156,71,0.17,0.16,0.08,11,16,8,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6133,329,144,91,94,0.13,0.13,0.09,10,9,11,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6134,328,61,100,167,0.18,0.18,0.11,7,10,15,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6135,315,125,43,147,0.09,0.09,0.11,13,7,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136,297,89,84,124,0.13,0.09,0.18,9,9,11,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6137,339,125,137,77,0.24,0.24,0.21,12,11,8,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6138,278,77,117,84,0.22,0.18,0.11,9,9,11,6,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6139,293,104,101,88,0.17,0.12,0.04,12,10,12,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6140,252,113,35,104,0.19,0.14,0.15,13,4,12,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6141,365,141,114,110,0.24,0.2,0.16,13,9,7,6,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6142,291,47,97,147,0.11,0.11,0.04,6,10,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,313,169,48,96,0.23,0.19,0.12,16,6,11,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,279,42,117,120,0.07,0.07,0.13,8,12,13,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6145,318,148,55,115,0.08,0.08,0.14,12,8,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6146,325,71,58,196,0.14,0.14,0.11,11,9,16,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6147,311,136,60,115,0.19,0.14,0.14,11,6,9,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6148,321,81,85,155,0.21,0.21,0.21,10,10,11,5,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6149,340,106,118,116,0.15,0.15,0.21,9,9,10,5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6150,305,47,91,167,0.18,0.18,0.11,5,10,14,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6151,316,118,53,145,0.1,0.1,0.03,12,7,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6152,310,78,76,156,0.26,0.26,0.17,7,9,10,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6153,268,88,53,127,0.19,0.19,0.22,10,6,11,6,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6154,285,145,94,46,0.22,0.18,0.11,15,11,6,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6155,333,91,149,93,0.1,0.06,0.03,11,11,11,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6156,304,137,104,63,0.13,0.13,0.09,14,11,7,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,274,56,103,115,0.19,0.15,0.12,8,12,12,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6158,314,67,147,100,0.22,0.21,0.13,8,14,8,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6159,319,55,152,112,0.1,0.1,0.07,8,14,12,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6160,276,47,106,123,0.14,0.14,0.14,8,12,12,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6161,254,140,47,67,0.18,0.14,0.16,14,5,8,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6162,297,83,89,125,0.11,0.11,0.07,11,10,15,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6163,308,84,111,113,0.14,0.13,0.08,8,11,12,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6164,310,113,148,49,0.23,0.23,0.16,12,13,6,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6165,270,82,127,61,0.17,0.13,0.19,10,14,6,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
